0.75,2,0.67933,0.54987,0.25926,0.75,2,0.90382,0.70942,0.16187
0.75,3,0.67933,0.54987,0.25926,0.75,3,0.90283,0.70721,0.1623
0.75,4,0.67933,0.54987,0.25926,0.75,4,0.90184,0.70349,0.16273
0.75,5,0.67933,0.54987,0.25926,0.75,5,0.90086,0.70199,0.16316
0.75,6,0.67933,0.54987,0.25926,0.75,6,0.89988,0.70199,0.16358
0.75,7,0.67933,0.54987,0.25926,0.75,7,0.89892,0.70199,0.164
0.75,8,0.67933,0.54987,0.25926,0.75,8,0.89797,0.70199,0.16441
0.75,9,0.67933,0.54987,0.25926,0.75,9,0.89702,0.70169,0.16482
0.75,10,0.67933,0.54987,0.25926,0.75,10,0.89608,0.70128,0.16523
0.75,11,0.67933,0.54987,0.25926,0.75,11,0.89515,0.70029,0.16563
0.75,12,0.67933,0.54987,0.25926,0.75,12,0.89423,0.69952,0.16603
0.75,13,0.67933,0.54987,0.25926,0.75,13,0.89332,0.69943,0.16643
0.75,14,0.67933,0.54987,0.25926,0.75,14,0.89241,0.69912,0.16682
0.75,15,0.67933,0.54987,0.25926,0.75,15,0.89151,0.69821,0.16721
0.75,16,0.67933,0.54987,0.25926,0.75,16,0.89062,0.69808,0.1676
0.75,17,0.67933,0.54987,0.25926,0.75,17,0.88973,0.69717,0.16798
0.8,1,0.74356,0.53591,0.23457,0.8,1,0.88912,0.69645,0.16826
0.8,2,0.74356,0.53591,0.23457,0.8,2,0.88852,0.69627,0.16854
0.8,3,0.74356,0.53591,0.23457,0.8,3,0.88792,0.69528,0.16881
0.8,4,0.74356,0.53591,0.23457,0.8,4,0.88733,0.6948,0.16908
0.8,5,0.74356,0.53591,0.23457,0.8,5,0.88674,0.69324,0.16935
0.8,6,0.74356,0.53591,0.23457,0.8,6,0.88615,0.692,0.16961
0.8,7,0.74356,0.53591,0.23457,0.8,7,0.88557,0.69116,0.16988
0.8,8,0.74356,0.53591,0.23457,0.8,8,0.885,0.68795,0.17014
0.8,9,0.74356,0.53591,0.23457,0.8,9,0.88443,0.6868,0.1704
0.8,10,0.74356,0.53591,0.23457,0.8,10,0.88386,0.6868,0.17066
0.8,11,0.74356,0.53591,0.23457,0.8,11,0.8833,0.68357,0.17091
0.8,12,0.74356,0.53591,0.23457,0.8,12,0.88275,0.68357,0.17117
0.8,13,0.74356,0.53591,0.23457,0.8,13,0.88219,0.6827,0.17142
0.8,14,0.74356,0.53591,0.23457,0.8,14,0.88164,0.682,0.17167
0.8,15,0.74356,0.53591,0.23457,0.8,15,0.8811,0.68188,0.17192
0.8,16,0.74356,0.53591,0.23457,0.8,16,0.88056,0.6801,0.17216
0.8,17,0.74356,0.53591,0.23457,0.8,17,0.88003,0.67969,0.17241
0.85,1,0.76823,0.49379,0.24691,0.85,1,0.87959,0.67967,0.1727
0.85,2,0.76823,0.49379,0.24691,0.85,2,0.87916,0.67835,0.17298
0.85,3,0.76823,0.49379,0.24691,0.85,3,0.87873,0.67509,0.17327
0.85,4,0.76823,0.49379,0.24691,0.85,4,0.87831,0.67497,0.17355
0.85,5,0.76823,0.49379,0.24691,0.85,5,0.87788,0.67447,0.17383
0.85,6,0.76823,0.49379,0.24691,0.85,6,0.87747,0.67292,0.17411
0.85,7,0.76823,0.49379,0.24691,0.85,7,0.87705,0.67258,0.17439
0.85,8,0.76823,0.49379,0.24691,0.85,8,0.87664,0.67234,0.17466
0.85,9,0.76823,0.49379,0.24691,0.85,9,0.87623,0.67117,0.17494
0.85,10,0.76823,0.49379,0.24691,0.85,10,0.87582,0.67114,0.17521
0.85,11,0.76823,0.49379,0.24691,0.85,11,0.87542,0.67005,0.17548
0.85,12,0.76823,0.49379,0.24691,0.85,12,0.87502,0.67005,0.17574
0.85,13,0.76823,0.49379,0.24691,0.85,13,0.87462,0.66892,0.17601
0.85,14,0.76823,0.49379,0.24691,0.85,14,0.87423,0.66861,0.17627
0.85,15,0.76823,0.49379,0.24691,0.85,15,0.87384,0.66861,0.17653
